Country,Year,ANTIGEN,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,COVERAGE
Singapore,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Slovakia,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Slovenia,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Solomon Islands,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Somalia,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,30
South Africa,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Spain,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Sri Lanka,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Sudan,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Suriname,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Sweden,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Switzerland,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Syrian Arab Republic,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Tajikistan,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Thailand,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Timor-Leste,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Togo,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Tonga,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Trinidad and Tobago,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Tunisia,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Türkiye,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Turkmenistan,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Tuvalu,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Uganda,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,62
Ukraine,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
United Arab Emirates,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
United Kingdom of Great Britain and Northern Ireland,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
United Republic of Tanzania,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
United States of America,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Uruguay,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Uzbekistan,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Vanuatu,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Venezuela (Bolivarian Republic of),2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Viet Nam,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Yemen,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Zambia,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Zimbabwe,2004,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,65
Afghanistan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Albania,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Algeria,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Andorra,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Angola,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,46
Antigua and Barbuda,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Argentina,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Armenia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Australia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Austria,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Azerbaijan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Bahamas,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Bahrain,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Bangladesh,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Barbados,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Belarus,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,50
Belgium,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Belize,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Benin,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Bhutan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Bolivia (Plurinational State of),2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Bosnia and Herzegovina,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Botswana,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Brazil,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Brunei Darussalam,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Bulgaria,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Burkina Faso,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Burundi,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Cabo Verde,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Cambodia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Cameroon,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Canada,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Central African Republic,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,47
Chad,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,22
Chile,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
China,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Colombia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Comoros,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Congo,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,50
Cook Islands,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Costa Rica,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Côte d'Ivoire,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,61
Croatia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Cuba,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Cyprus,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Czechia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Democratic People's Republic of Korea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Democratic Republic of the Congo,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Denmark,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Djibouti,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Dominica,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Dominican Republic,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Ecuador,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Egypt,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
El Salvador,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Equatorial Guinea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Eritrea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Estonia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Eswatini,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Ethiopia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37
Fiji,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Finland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
France,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Gabon,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,45
Gambia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Georgia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Germany,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Ghana,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Greece,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Grenada,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Guatemala,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Guinea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,57
Guinea-Bissau,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,60
Guyana,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Haiti,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,53
Honduras,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Hungary,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iceland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
India,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,61
Indonesia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Iran (Islamic Republic of),2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iraq,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Ireland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Israel,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Italy,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Jamaica,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Japan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Jordan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Kazakhstan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Kenya,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Kiribati,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,70
Kuwait,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Kyrgyzstan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Lao People's Democratic Republic,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,49
Latvia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Lebanon,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Lesotho,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Liberia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,35
Libya,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Lithuania,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Luxembourg,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Madagascar,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,66
Malawi,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Malaysia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Maldives,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Mali,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,63
Malta,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Marshall Islands,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Mauritania,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
Mauritius,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mexico,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Micronesia (Federated States of),2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Monaco,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Morocco,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Mozambique,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Myanmar,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Namibia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Nauru,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Nepal,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Netherlands (Kingdom of the),2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
New Zealand,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Nicaragua,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Niger,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Nigeria,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,29
Niue,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
North Macedonia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Norway,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
"occupied Palestinian territory, including east Jerusalem",2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Oman,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Pakistan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,66
Palau,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Panama,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Papua New Guinea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Paraguay,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Peru,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Philippines,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Poland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Portugal,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Qatar,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Republic of Korea,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Republic of Moldova,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Romania,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Russian Federation,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Rwanda,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Saint Kitts and Nevis,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Saint Lucia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Saint Vincent and the Grenadines,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Samoa,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
San Marino,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Sao Tome and Principe,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Saudi Arabia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Senegal,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Serbia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Seychelles,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Sierra Leone,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Singapore,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Slovakia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Slovenia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Solomon Islands,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Somalia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40
South Africa,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Spain,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Sri Lanka,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Sudan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Suriname,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Sweden,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Switzerland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Syrian Arab Republic,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Tajikistan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Thailand,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Timor-Leste,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,55
Togo,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,72
Tonga,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Trinidad and Tobago,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Tunisia,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Türkiye,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Turkmenistan,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Tuvalu,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Uganda,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,59
Ukraine,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
United Arab Emirates,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
United Kingdom of Great Britain and Northern Ireland,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
United Republic of Tanzania,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
United States of America,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Uruguay,2003,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
